,No.,GaodeLng,GaodeLat,housing_price,compact,open,large_low_rise,UGS,Distance,T20200518,T20210725,T20210324,T20191002,T20190904,T20221020,T20190306,T20230809,T20211221,T20191031,T20220522,T20200610,T20210505,T20200129,T20220410,T20220628,T20220406,T20200202,T20221125,T20230412,T20220611,T20210427,T20230408,T20211125,T20190707,T20220505,T20220702,T20230804,T20190610,T20191018,T20210212,T20210613,T20230915,T20210530,T20210501,T20190815,T20220928,T20200902,T20220501,T20220530,T20220526,T20230612,T20210328,T20200324,District_id,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Dist_8
44,45,113.6143427,34.77960053,1.147795881,55.78830147,28.57746653,15.6342313,4.856075403,5.021163762,20.87460138,,,33.45352008,28.4172575,26.57947347,,33.5420901,19.02947205,22.80765249,31.32665163,29.87400309,21.63263206,10.61763115,34.2440052,39.69350529,23.76777071,15.53051294,16.79957002,,30.22237227,29.75918809,20.50638046,14.19200649,29.37850552,24.29189392,33.65352607,51.38293864,34.99589866,12.62888457,9.376781341,,27.29291927,41.5941309,26.97513161,34.94271651,35.06113129,33.20766138,23.56987965,44.20037635,36.13938141,29.93667318,22.20491265,22.15247449,1,1,0,0,0,0,0,0,0
45,46,113.5979408,34.79274305,0.855273883,40.55073952,31.39035443,25.96881726,3.964464728,7.096194071,21.05907445,,,34.66216303,28.56292516,25.74291722,,34.8748288,19.81510138,22.59963074,31.88753802,35.39292124,22.34150562,,35.57857746,39.91214507,25.20875511,14.59753682,16.65390494,9.655720397,31.8811857,31.11758233,17.62238045,13.26787987,29.78862297,24.65188046,33.94101899,51.29236849,43.06988125,12.37291343,,,27.01674419,43.38371032,27.70413113,35.07642917,37.10839557,33.98038311,23.30805956,45.95064014,37.75704334,30.59602982,21.90013084,22.19139988,2,0,1,0,0,0,0,0,0
46,47,113.5979408,34.79274305,0.528396097,40.55073952,31.39035443,25.96881726,3.964464728,7.096194071,21.05907445,,,34.66216303,28.56292516,25.74291722,,34.8748288,19.81510138,22.59963074,31.88753802,35.39292124,22.34150562,,35.57857746,39.91214507,25.20875511,14.59753682,16.65390494,9.655720397,31.8811857,31.11758233,17.62238045,13.26787987,29.78862297,24.65188046,33.94101899,51.29236849,43.06988125,12.37291343,,,27.01674419,43.38371032,27.70413113,35.07642917,37.10839557,33.98038311,23.30805956,45.95064014,37.75704334,30.59602982,21.90013084,22.19139988,2,0,1,0,0,0,0,0,0
47,48,113.595136,34.77635949,1.001001276,63.05304972,10.9559451,25.99100399,4.23476029,6.387124821,20.85355285,,,35.01037447,29.39876961,25.16284594,,,19.54329933,23.44198103,31.34138165,34.76206994,22.40350609,,32.49506987,40.90368259,25.59350777,17.6924706,16.52827887,9.588882828,32.04141529,31.48949573,17.52111477,13.35820434,30.43726674,25.34727934,34.39855997,52.36548416,40.5166626,12.75943991,,,27.09850693,42.91972502,28.10429183,37.44593095,36.06975536,34.31539154,24.41365502,45.15494392,37.56220692,30.46192599,20.82478968,21.91063843,1,1,0,0,0,0,0,0,0
48,49,113.6054579,34.78711559,1.32567802,34.01900493,28.72777149,32.3011985,2.604937971,6.170102297,20.7107613,,,34.71712985,28.92600574,26.14750557,,35.81776065,19.12355099,23.064069,31.93425522,36.13722738,22.30025724,10.59586834,34.48425433,40.07900543,25.13605414,15.48057201,16.18950866,9.169830588,31.56065098,30.78370949,17.59958445,12.70457308,30.12725639,25.86805725,33.68173387,51.61168351,41.31466003,12.43509716,,,26.45952095,42.26761574,27.49000578,34.68551636,36.24256995,33.42889574,23.90132592,44.48677622,37.91679608,30.05566637,22.55900555,22.00677623,2,0,1,0,0,0,0,0,0
49,50,113.6003763,34.77986349,0.925074764,70.70359782,27.23109172,2.06530846,2.148033601,6.125117272,21.32118595,,,34.11857577,28.48384123,25.32650585,,35.75520325,19.21363182,21.75302431,31.43667276,31.8595047,21.96100693,,34.77078604,40.02543772,24.14220712,16.86048138,16.35164158,8.939627152,30.84000638,29.23875732,15.87457755,14.03000761,28.98937739,24.27126461,33.69738045,50.83876327,38.78864288,12.80988083,9.0,,26.98466463,41.07980591,26.94522555,36.22198204,35.58408045,33.28698711,23.24032055,43.70245841,36.45625744,29.84988058,21.66416789,21.82910939,1,1,0,0,0,0,0,0,0
50,51,113.6061596,34.77893455,1.204269,63.42743653,34.48201743,2.090547764,2.677898307,5.612823021,20.65944657,,,33.49377921,28.68602966,25.75679889,,34.52946568,19.1426321,22.06643568,31.2647231,,22.28422038,10.72048175,34.88696791,40.31112311,23.92617798,15.58246911,16.36459677,8.564006424,30.33730235,29.51288128,18.05757882,13.67813187,29.23214472,24.41994348,33.85553996,51.7514439,38.30490711,12.92775555,9.422895643,,26.88291699,41.40031292,27.34516215,36.20986705,34.96663818,33.4911314,23.91025543,43.65101249,36.19513073,30.18484996,20.67494202,21.97716739,1,1,0,0,0,0,0,0,0
51,52,113.6054579,34.78711559,0.779545,34.01900493,28.72777149,32.3011985,2.604937971,6.170102297,20.7107613,,,34.71712985,28.92600574,26.14750557,,35.81776065,19.12355099,23.064069,31.93425522,36.13722738,22.30025724,10.59586834,34.48425433,40.07900543,25.13605414,15.48057201,16.18950866,9.169830588,31.56065098,30.78370949,17.59958445,12.70457308,30.12725639,25.86805725,33.68173387,51.61168351,41.31466003,12.43509716,,,26.45952095,42.26761574,27.49000578,34.68551636,36.24256995,33.42889574,23.90132592,44.48677622,37.91679608,30.05566637,22.55900555,22.00677623,2,0,1,0,0,0,0,0,0
52,53,113.60575,34.77640438,0.666174647,59.11517323,38.29921357,2.585611737,2.103447303,5.510580636,20.05855939,,,33.41226906,28.77185831,25.19709507,,33.72420999,18.84044178,22.11300735,31.13453492,,22.03808158,10.87357657,35.28019155,40.1350681,23.75688019,15.36474128,16.21317088,8.596672727,30.2757933,29.25456354,18.42653402,13.5585062,29.31506908,24.52698675,33.86503667,51.36458661,37.90750504,12.84193127,9.293756485,,26.84409279,41.48333856,27.08654974,36.44677696,34.567059,33.16690139,23.88391909,43.36913683,36.01588192,30.05531612,20.67213116,21.87025826,1,1,0,0,0,0,0,0,0
53,54,113.6107429,34.77860665,1.19248121,64.63803432,34.31670744,1.045258907,2.272072365,5.234651187,20.69012828,,,33.64714913,28.57203172,25.88888187,,33.41298832,19.39252227,22.27565865,31.51509824,30.8500061,21.95263176,10.91475452,34.59312954,40.12089075,24.01469685,15.31155764,16.95943888,8.850002289,30.12758602,29.73238182,19.8113652,13.93671408,29.02912644,24.07063495,33.47214359,52.63065067,35.48029306,12.79525562,9.526006759,,27.22714899,41.44185255,27.45469741,35.67487906,35.20737215,34.06292649,24.25203174,44.21188278,36.35855928,30.01899545,21.09450607,22.36250572,1,1,0,0,0,0,0,0,0
54,55,113.6108427,34.78006708,1.095522483,59.77070375,39.06271718,1.166579417,3.35567282,5.314895854,20.93663006,,,33.41975574,28.2281187,26.28975677,,33.88635926,19.28482093,21.74778522,31.26494164,,21.84938991,10.7558885,34.39298604,39.6519798,23.6999433,15.44348476,16.78949863,,29.97443631,29.37438164,19.10118757,13.94775505,28.68069041,23.9155404,33.31412983,51.6873478,35.97272528,12.75625706,9.496753739,,27.2108189,40.97808099,27.08450603,35.24100525,34.9930286,33.71845373,23.64143457,43.55950718,35.8333807,29.77291909,21.46145188,22.27900562,1,1,0,0,0,0,0,0,0
55,56,113.6112459,34.77578812,0.55493137,75.89584312,22.18888637,1.915270037,1.45230812,5.035236261,19.76700535,,,34.01925602,29.17000566,25.45067745,,32.9332193,19.38365503,22.92500632,31.89491166,30.73900604,21.94026501,11.04271691,35.06575546,40.77848642,24.76069727,15.04870685,16.91600456,9.225817303,30.76874816,30.33214468,21.29214362,13.80363064,29.7896289,24.4084964,33.89671627,53.63299323,31.60400391,12.81736135,9.610896132,,27.10961191,42.3887628,27.85667269,36.33580282,35.74728144,34.38438168,24.87638187,45.14400616,37.1232563,30.6849751,21.43894277,22.36799343,1,1,0,0,0,0,0,0,0
56,57,113.6054579,34.78711559,0.78539075,34.01900493,28.72777149,32.3011985,2.604937971,6.170102297,20.7107613,,,34.71712985,28.92600574,26.14750557,,35.81776065,19.12355099,23.064069,31.93425522,36.13722738,22.30025724,10.59586834,34.48425433,40.07900543,25.13605414,15.48057201,16.18950866,9.169830588,31.56065098,30.78370949,17.59958445,12.70457308,30.12725639,25.86805725,33.68173387,51.61168351,41.31466003,12.43509716,,,26.45952095,42.26761574,27.49000578,34.68551636,36.24256995,33.42889574,23.90132592,44.48677622,37.91679608,30.05566637,22.55900555,22.00677623,2,0,1,0,0,0,0,0,0
57,58,113.5987771,34.78119369,1.144778751,68.36525055,30.26619082,1.368559584,1.425756027,6.324476801,21.42736452,,,33.99475517,28.45925465,25.86513042,,35.39193873,19.14383349,21.73783107,31.32475624,32.09810783,21.85162202,,34.43145451,40.02466503,24.42125626,16.76190417,16.26648506,9.174157293,30.95503724,29.27944063,16.27394813,13.90799411,29.25249126,24.291791,33.56988186,50.97397881,39.79059511,12.78547678,,,26.9692521,41.06010482,26.80245876,36.44388142,35.48020187,33.24375591,23.2125226,43.86800518,36.39227084,29.78570267,21.8544515,21.80897453,1,1,0,0,0,0,0,0,0
58,59,113.5987771,34.78119369,0.739320991,68.36525055,30.26619082,1.368559584,1.425756027,6.324476801,21.42736452,,,33.99475517,28.45925465,25.86513042,,35.39193873,19.14383349,21.73783107,31.32475624,32.09810783,21.85162202,,34.43145451,40.02466503,24.42125626,16.76190417,16.26648506,9.174157293,30.95503724,29.27944063,16.27394813,13.90799411,29.25249126,24.291791,33.56988186,50.97397881,39.79059511,12.78547678,,,26.9692521,41.06010482,26.80245876,36.44388142,35.48020187,33.24375591,23.2125226,43.86800518,36.39227084,29.78570267,21.8544515,21.80897453,1,1,0,0,0,0,0,0,0
59,60,113.6102037,34.77301577,0.770223375,70.05428574,27.0480757,2.897636603,0.689193187,4.977616164,18.62667225,,,33.90722135,29.58863954,25.37145465,10.63999939,33.56224718,19.2469175,23.5492751,31.62937271,31.45096116,21.88863592,11.12167358,35.65122502,40.99077008,24.58605486,15.26455411,16.51691936,9.218811315,31.05264724,30.51238136,21.00525627,13.34253799,30.05050299,24.6633812,34.26072483,53.39626369,,12.66100559,9.411495128,,26.87550564,42.54712271,27.72924669,37.23675575,35.02712132,34.44163189,24.97912038,44.93770718,36.92329812,30.72006927,21.95821178,22.23102468,1,1,0,0,0,0,0,0,0
60,61,113.6109594,34.77218902,1.106901768,74.29386622,22.44068479,3.265451506,0.787029342,4.875741905,18.42686127,,,34.36557567,29.74553344,25.4733115,10.47933757,33.91625571,19.42900543,23.67165802,31.75800514,32.09138699,21.94746763,11.11809199,35.74193142,41.16226354,24.85646134,14.80000644,16.59579276,9.338292577,31.26292372,30.83944702,21.40690054,13.31654942,30.24484906,24.69325638,34.35516771,53.69879951,,12.68076547,9.397848989,,26.87704986,42.88964596,27.91063137,37.32182936,35.33948204,34.59638176,25.08510105,45.30094881,37.18354731,30.77550659,22.74000636,22.24506909,1,1,0,0,0,0,0,0,0
61,62,113.6014133,34.7797392,1.315685862,67.17659243,30.31768307,2.50572552,2.856524587,6.035167894,21.16578267,,,34.00358506,28.49377806,25.2676169,,35.72733765,19.17435488,21.79914197,31.39969573,31.48833974,22.0375539,10.26333618,34.87831869,40.0061306,23.98371609,16.59414948,16.30786766,8.867785086,30.70736464,29.19238186,16.10122532,14.00962993,28.9303812,24.27663193,33.72975636,50.70290842,38.64348436,12.78242786,9.022506714,,26.94522613,41.06651025,26.97126415,36.14913177,35.41900604,33.14359116,23.26638069,43.55852348,36.29785543,29.87790461,21.52580845,21.78936592,1,1,0,0,0,0,0,0,0
62,63,113.6043784,34.77511149,0.875313468,49.27628905,45.47722597,5.246485031,5.232901307,5.55913941,19.75367621,,,33.60863018,28.52774144,24.93584466,,33.7236084,18.62610765,21.95458543,31.04528638,,21.76338177,,35.44400501,39.62803047,23.59566608,17.05000305,16.10727365,8.662196956,30.38006933,28.92702508,17.86702125,13.56051365,28.95272111,24.34106085,33.62271061,50.27327374,,12.72074532,9.092468731,,26.77224068,40.98980466,26.76506853,36.22623352,34.55123446,32.79919926,23.34625568,42.79063502,35.85075255,29.62497601,20.82469837,21.72865563,1,1,0,0,0,0,0,0,0
63,64,113.5978918,34.78277333,1.157705981,52.80722215,35.2128241,11.97995485,1.717906561,6.48136883,21.20185758,,,33.99025517,28.50469613,26.64765949,,35.28439443,18.99896637,22.04938351,31.28568503,32.74739725,21.93124201,,33.99147257,40.03931451,24.77151643,16.38937627,16.17741394,9.340689902,31.01667258,29.6688741,16.90846537,13.69507029,29.6518927,24.55247498,33.52068826,50.4065389,40.40168928,12.638055,,,26.76466455,41.32068523,26.92384233,36.24000626,35.43449526,33.03050355,23.26339064,44.06106169,36.53772803,29.68307894,21.65716779,21.69247531,1,1,0,0,0,0,0,0,0
64,65,113.5993649,34.78356506,1.124646399,49.76787072,36.40554103,13.82658791,1.538457197,6.410150582,20.99863071,,,33.94087031,28.6088789,26.73423513,,35.30786215,18.89204436,22.13200397,31.43101281,33.01519182,21.96484912,10.42999268,33.79954878,40.06380318,24.76723898,16.04375515,16.07101846,9.281857903,31.03525715,29.69352924,16.68726775,13.43222799,29.69691995,24.76705796,33.65544804,50.39080103,40.63288776,12.65189098,,,26.72704419,41.48841882,27.03037629,35.80880636,35.81804889,32.83988247,23.21272082,44.02876348,36.7602562,29.82652391,21.83654974,21.60851501,1,1,0,0,0,0,0,0,0
65,66,113.5955662,34.80435954,1.159519951,37.09124987,43.8328524,15.90038174,13.37523652,8.106429544,20.96711203,,,34.17466632,28.50788021,26.17594152,,33.80947956,18.38113155,22.22000561,31.7527565,36.20646185,21.32635728,,34.10346457,38.95113163,25.12420522,14.95253899,17.03100471,9.890378395,30.4493958,29.97114427,21.44145347,13.4439003,29.99976151,24.54664394,32.96020035,48.93571995,43.69264864,12.06909,,,27.06686701,41.57763195,26.35037589,35.45976031,36.33900471,32.6634222,23.46288261,45.04887496,37.28118479,29.78006986,24.33370915,21.63969239,2,0,1,0,0,0,0,0,0
66,67,113.5914779,34.78380316,1.329852999,42.5862158,43.23465126,10.60065624,14.48721761,7.049705682,21.04175663,,,34.18950558,28.69654798,26.27403211,,35.89923859,18.91840278,22.7542283,31.04466484,32.53383588,21.55025842,,33.52296112,39.09516532,24.916506,16.18031992,17.08811864,9.639881706,30.64325379,29.59798035,18.28083907,13.9435504,29.60291686,24.46081334,33.10233369,49.33925982,39.98265007,12.61475544,,,26.77788048,41.31037535,26.46684169,36.2747272,35.45343388,32.74679641,23.11347525,44.46346547,36.12839124,29.38585466,21.1128459,21.43224619,1,1,0,0,0,0,0,0,0
67,68,113.6032148,34.77281343,1.385052096,41.83629964,45.65596577,12.50773485,6.546249813,5.552434904,19.10962629,,,33.96233152,28.37013148,24.90987911,,,18.3818296,21.97087517,31.06342441,33.83572388,21.56913128,,34.90722077,39.09875546,23.62463055,,16.04688244,8.809503519,30.48925705,28.92138176,17.90785288,13.5973361,29.03013045,24.08776893,33.29830721,49.37848183,,12.61325512,8.913061354,,26.85112991,41.09759285,26.54000572,36.13994344,34.49194993,32.71700687,22.96673526,42.48456255,35.78665199,29.18454131,21.20445773,21.62094586,1,1,0,0,0,0,0,0,0
68,69,113.6060145,34.77977079,1.335816922,64.80300372,33.05609776,2.140900085,2.957929418,5.671356566,20.85422928,,,33.49778371,28.57963411,26.02749096,,34.85508607,19.13038197,22.03889586,31.28836021,,22.32610623,10.68111716,34.66761559,40.28409351,23.92000484,15.67544058,16.35151471,8.625949141,30.37963547,29.51733512,17.72698645,13.71239601,29.12661014,24.33050537,33.82063834,51.64960909,38.52096432,12.91101228,9.454451667,,26.91517063,41.38956474,27.29469846,36.07309431,35.04667394,33.56786783,23.85763016,43.56925168,36.18100567,30.18255369,20.69861284,22.01249174,1,1,0,0,0,0,0,0,0
69,70,113.5997006,34.77676191,0.693628904,61.37570597,25.76105172,12.86324251,4.645167467,6.024611346,20.93213139,,,34.84082146,28.61000435,24.72371746,,36.3500061,19.12650661,22.11818268,31.58688126,33.71308312,21.95775757,,33.9749417,39.88563042,24.76950645,17.48880078,16.46507031,9.061579482,31.21750641,29.62392032,16.34870314,13.63236592,29.19175606,24.36625614,33.55766108,50.6632516,,12.72441603,8.700004578,,27.05638142,41.90143531,27.13038376,36.22839166,35.84200614,33.45124864,23.3660559,44.0512558,37.12308814,29.65534755,20.45491268,21.92905511,1,1,0,0,0,0,0,0,0
70,71,113.5958718,34.78027136,0.855231005,64.34582541,28.51835272,7.135822333,2.005209621,6.511148619,21.41127169,,,34.69112211,28.7102518,26.01407896,,35.35800476,19.4492569,22.55611969,31.33300667,32.54482015,22.31634275,,33.70399326,40.81403222,24.91063609,17.22037534,16.49112545,9.580690372,31.53777629,30.50032403,17.18357522,13.6664849,29.54192939,24.63013371,33.72526296,52.06035502,39.75200562,12.73312912,,,27.00635917,42.11617357,27.6408136,37.1470433,35.84058568,33.95317174,23.92113334,44.71468904,36.7415062,30.14682026,21.58392012,21.93288607,1,1,0,0,0,0,0,0,0
71,72,113.5960137,34.78094265,0.684083058,61.25678131,34.64218357,4.101036791,1.917307688,6.533891879,21.42901781,,,34.50025444,28.54938761,26.16456237,,35.54333866,19.42050077,22.38087959,31.29139883,32.39156053,22.20516285,,33.94816449,40.58019521,24.74200745,17.03360744,16.48633643,9.491982919,31.3021075,30.2907752,17.2106009,13.73224294,29.47013237,24.48885326,33.59588146,51.61895603,39.8390375,12.71200447,,,26.96425648,41.82423636,27.48679625,36.91466038,35.6569289,33.76535303,23.73847349,44.45398044,36.55554084,29.95596787,21.48195682,21.87615029,1,1,0,0,0,0,0,0,0
72,73,113.5901683,34.78359434,1.089589351,40.3542295,45.91812298,6.609965244,22.19437843,7.144535075,20.99962645,,,33.68150501,28.74876413,26.06578358,,35.82600784,18.52623514,22.78568409,30.94454027,31.89432491,21.22432737,,33.31717533,38.60127374,24.86580875,16.19012887,17.18513031,9.572630882,30.39769706,29.35650343,18.23195118,13.74131064,29.5112718,24.31830794,32.79440826,49.00928613,39.45881067,12.63161045,,,26.76304375,41.30210607,26.11667196,35.94075623,35.19183509,32.40962862,22.90741419,44.37679677,35.93088747,29.08032421,21.31327637,21.3088694,1,1,0,0,0,0,0,0,0
73,74,113.5984111,34.79061512,1.221922341,34.98754072,26.82263486,35.36312813,5.596095841,6.919320317,20.86886713,,,34.75101284,28.72727293,26.08255404,,34.99080587,19.88351262,22.91362934,32.09485167,35.42366737,22.52987787,,34.90585442,40.13268227,25.43275547,14.7869193,16.60764479,9.688006592,32.0178372,31.23088188,17.50121604,12.98597919,29.95300694,25.01662763,33.92886681,51.18295713,42.91248942,12.44242465,,,26.81087646,43.39150696,27.97111718,34.99204395,37.23826754,33.79431133,23.69392874,46.33302643,38.16899399,30.40896587,21.24068948,22.09275818,2,0,1,0,0,0,0,0,0
74,75,113.5995485,34.78724422,0.885307711,36.48611379,29.25069551,33.35070973,5.1289014,6.617563306,20.54814309,,,34.49025745,28.98825531,27.03329428,,34.99748842,19.15265519,22.92537899,31.86876532,34.47582164,22.36063023,10.75,33.53472597,40.11446502,25.42924673,15.26810658,16.32478797,9.611012201,31.73671481,30.69336146,17.39576213,12.79239371,30.3389504,25.36906669,33.74658744,50.61548778,42.10068886,12.51772987,,,26.62022279,42.64192776,27.65291798,35.24536694,37.02000559,32.97398234,23.68965577,45.42500763,37.84296307,29.95680256,21.49730217,21.66570272,2,0,1,0,0,0,0,0,0
75,76,113.5984111,34.79061512,1.136295451,34.98754072,26.82263486,35.36312813,5.596095841,6.919320317,20.86886713,,,34.75101284,28.72727293,26.08255404,,34.99080587,19.88351262,22.91362934,32.09485167,35.42366737,22.52987787,,34.90585442,40.13268227,25.43275547,14.7869193,16.60764479,9.688006592,32.0178372,31.23088188,17.50121604,12.98597919,29.95300694,25.01662763,33.92886681,51.18295713,42.91248942,12.44242465,,,26.81087646,43.39150696,27.97111718,34.99204395,37.23826754,33.79431133,23.69392874,46.33302643,38.16899399,30.40896587,21.24068948,22.09275818,2,0,1,0,0,0,0,0,0
76,77,113.6054579,34.78711559,1.128290462,34.01900493,28.72777149,32.3011985,2.604937971,6.170102297,20.7107613,,,34.71712985,28.92600574,26.14750557,,35.81776065,19.12355099,23.064069,31.93425522,36.13722738,22.30025724,10.59586834,34.48425433,40.07900543,25.13605414,15.48057201,16.18950866,9.169830588,31.56065098,30.78370949,17.59958445,12.70457308,30.12725639,25.86805725,33.68173387,51.61168351,41.31466003,12.43509716,,,26.45952095,42.26761574,27.49000578,34.68551636,36.24256995,33.42889574,23.90132592,44.48677622,37.91679608,30.05566637,22.55900555,22.00677623,2,0,1,0,0,0,0,0,0
